22.73969646,-158.0022923,-0.119747289
22.73969646,-158.0022923,-0.103978202
22.73969646,-158.0022923,-0.077977411
22.73969646,-158.0022923,-0.05727553
22.73969646,-158.0022923,-0.054090437
22.73969646,-158.0022923,-0.07391993
22.73969646,-158.0022923,-0.114005126
22.73969646,-158.0022923,-0.164025724
22.73969646,-158.0022923,-0.20882006
22.73969646,-158.0022923,-0.232416704
22.73969646,-158.0022923,-0.222344697
22.73969646,-158.0022923,-0.173131809
22.73969646,-158.0022923,-0.088113137
22.73969646,-158.0022923,0.020901164
22.73969646,-158.0022923,0.136019602
22.73969646,-158.0022923,0.237141922
22.73969646,-158.0022923,0.306375623
22.73969646,-158.0022923,0.331942499
22.73969646,-158.0022923,0.310659111
22.73969646,-158.0022923,0.248433188
22.73969646,-158.0022923,0.158701092
22.73969646,-158.0022923,0.059223033
22.73969646,-158.0022923,-0.031967424
22.73969646,-158.0022923,-0.100485101
22.73969646,-158.0022923,-0.138470888
22.73969646,-158.0022923,-0.145788282
22.73969646,-158.0022923,-0.129324511
22.73969646,-158.0022923,-0.100644566
22.73969646,-158.0022923,-0.072635427
22.73969646,-158.0022923,-0.056002069
22.73969646,-158.0022923,-0.056486286
22.73969646,-158.0022923,-0.073477551
22.73969646,-158.0022923,-0.100326374
22.73969646,-158.0022923,-0.126245081
22.73969646,-158.0022923,-0.139293149
22.73969646,-158.0022923,-0.12968637
22.73969646,-158.0022923,-0.092601009
22.73969646,-158.0022923,-0.029776499
22.73969646,-158.0022923,0.050480388
22.73969646,-158.0022923,0.134898245
22.73969646,-158.0022923,0.208072811
22.73969646,-158.0022923,0.255859733
22.73969646,-158.0022923,0.268532634
22.73969646,-158.0022923,0.242972091
22.73969646,-158.0022923,0.183384657
22.73969646,-158.0022923,0.100398667
22.73969646,-158.0022923,0.008760522
22.73969646,-158.0022923,-0.075825073
22.73969646,-158.0022923,-0.13998042
22.73969646,-158.0022923,-0.175320163
22.73969646,-158.0022923,-0.179909974
22.73969646,-158.0022923,-0.15822278
22.73969646,-158.0022923,-0.119651012
22.73969646,-158.0022923,-0.075966932
22.73969646,-158.0022923,-0.038358185
22.73969646,-158.0022923,-0.014751042
22.73969646,-158.0022923,-0.00804995
22.73969646,-158.0022923,-0.015692627
22.73969646,-158.0022923,-0.030599752
22.73969646,-158.0022923,-0.043263566
22.73969646,-158.0022923,-0.044448797
22.73969646,-158.0022923,-0.027835323
22.73969646,-158.0022923,0.008052424
22.73969646,-158.0022923,0.059113178
22.73969646,-158.0022923,0.116331711
22.73969646,-158.0022923,0.16770117
22.73969646,-158.0022923,0.200966269
22.73969646,-158.0022923,0.206547022
22.73969646,-158.0022923,0.179950953
22.73969646,-158.0022923,0.123092107
22.73969646,-158.0022923,0.044183169
22.73969646,-158.0022923,-0.043803494
22.73969646,-158.0022923,-0.125776902
